organ_contractant,contracte_num,tipus_de_contracte_obres_serveis_subministraments,objecte_del_contracte,nom_adjudicatari_rao_social,nif_adjudicatari_persones_fisiques_anonimitzat,data_formalitzacio_contracte,preu_contracte_sense_iva,preu_contracte_iva_inclos,data_formalitzacio_modificacio,import_modificacio_sense_iva,import_modificacio_iva_inclos,prevista_en_el_plec,no_prevista_en_el_plec,%_variacio_sobre_el_preu_del_contracte_sense_iva,any,tipus_de_modificaciò,tipo_modificaciò
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",16006421-005,Serveis,Oficines d'Atenció (OMAC) i (OAE),,,2017-04-18 00:00:00,3979800.0,4815558.0,2020-12-29 00:00:00,208329.87,252079.14,Modificació establerta a la llei,,5.234681893562491,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",18000071-004,Serveis,Acolliment animals del CAACB desplaçats del centre,,,2018-07-25 00:00:00,361350.0,437233.5,0,35773.65,43286.12,Modificació establerta a la llei,,9.9,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",19000591-003,Serveis,GESTIO D'ANIMALS A LA CIUTAT (NO COMPANYIA),,,2019-11-14 00:00:00,59500.0,71995.0,2020-12-03 00:00:00,12397.0,15000.65,X,,20.83529411764706,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",19002569-002,Serveis,RECOLLIDA D'AIXAMS D'ABELLES,,,2019-07-25 00:00:00,36800.0,44528.0,2020-12-11 00:00:00,7360.0,8905.6,X,,20,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",19005212-001,Serveis,Despeses traduccions i correcció textos,,,2019-12-31 00:00:00,10000.0,8264.46,2020-07-27 00:00:00,-5785.13,-7000.0,Modificació establerta a la llei,,-57.85130000000001,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",20000612-001,Serveis,Serveis Postals 2020,,,2020-03-02 00:00:00,12000.0,9917.35,2020-07-30 00:00:00,-7749.62,-9377.04,Modificació establerta a la llei,,-64.58016666666666,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",20000613-001,Serveis,Serveis Postals 2020,,,2020-02-27 00:00:00,44675.0,36921.49,2020-07-30 00:00:00,-4542.99,-5497.02,Modificació establerta a la llei,,-10.168975937325126,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",20000611-001,Serveis,Serveis Postals 2020,,,2020-03-02 00:00:00,61.98,75.0,2020-07-27 00:00:00,-61.98,-75.0,Modificació establerta a la llei,,-100,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",20002007-001,Serveis,Fabricació i subministrament material Covid-19,,,2020-06-17 00:00:00,20000.0,24000.0,2020-07-03 00:00:00,26666.66,32266.66,Modificació establerta a la llei,,133.3333,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",16006421-004,Serveis,Oficines d'Atenció (OMAC) i (OAE),,,2017-04-18 00:00:00,3979800.0,4815558.0,2020-06-26 00:00:00,0.0,0.0,Modificació establerta a la llei,,0,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",19005176-001,Serveis,Despeses viatges Relacions Internacionals,,,2020-01-01 00:00:00,87000.0,87000.0,2020-07-08 00:00:00,-52066.12,-63000.0,Modificació establerta a la llei,,-59.846114942528736,2020,,Importe no modificado
"GER.ÀREA AGENDA 2030, TRANS.DIGITAL I ESPORTS",19000506-003,Serveis,EDUCADORS CANINS I PASSEJADORS CAACB,,,2019-07-31 00:00:00,166643.97,201639.2,2020-06-25 00:00:00,16429.75,19880.0,Modificació establerta a la llei,,9.859192624851651,2020,,Importe no modificado
"GERÈNCIA ECONOMIA, RECURSOS I PROMOCIÓ ECONÒMICA",19002212-001,Serveis,Assessorament transformació digital i coordinació,,,2019-10-15 00:00:00,30400.0,36784.0,2020-10-13 00:00:00,0.0,0.0,Modificació establerta a la llei,,0,2020,,Importe no modificado
"GERÈNCIA ECONOMIA, RECURSOS I PROMOCIÓ ECONÒMICA",20000861-001,Serveis,Desp. Viatges Promoció de Ciutat,,,2020-06-02 00:00:00,43801.65,53000.0,2020-10-28 00:00:00,-41322.31,-50000.0,Modificació establerta a la llei,,-94.33961962620128,2020,,Importe no modificado
"GERÈNCIA ECONOMIA, RECURSOS I PROMOCIÓ ECONÒMICA",18001068-003,Serveis,Estrategia d'Impuls de Política Alimentària (EIPA),,,2018-07-27 00:00:00,46212.0,55916.52,2020-09-08 00:00:00,0.0,0.0,Modificació establerta a la llei,,0,2020,,Importe no modificado
"GERÈNCIA ECONOMIA, RECURSOS I PROMOCIÓ ECONÒMICA",18001071-003,Serveis,Estratègia d'Impuls del Consum Responsable (EICR),,,2018-06-20 00:00:00,47706.22,57724.52,2020-10-26 00:00:00,0.0,0.0,Modificació establerta a la llei,,0,2020,,Importe no modificado
"GERÈNCIA ECONOMIA, RECURSOS I PROMOCIÓ ECONÒMICA",20002060L05-001,Serveis,Personal coordinació i at. empreses VI Fira (R),,,2020-12-11 00:00:00,6385.49,7726.44,2020-12-28 00:00:00,2130.0,2577.3,Modificació establerta a la llei,,33.35687629297047,2020,,Importe no modificado
"GERÈNCIA ECONOMIA, RECURSOS I PROMOCIÓ ECONÒMICA",20001295-001,Serveis,Campanya suport comerç proximitat per Nadal 20-21,,,2020-10-09 00:00:00,185500.0,224455.0,2021-02-02 00:00:00,10000.0,12100.0,Modificació establerta a la llei,,5.3908355795148255,2020,,Importe no modificado
GERÈNCIA DE PRESSUPOSTOS I HISENDA,18002353L01-002,Serveis,Expedient Electrònic de Contractació,,,2018-11-27 00:00:00,1569650.0,1899276.5,2020-11-24 00:00:00,180500.0,218405.0,Modificació establerta a la llei,,11.4993788424171,2020,,Importe no modificado
GERÈNCIA DE PRESSUPOSTOS I HISENDA,18003547L01-002,Serveis,Eina de gestió dels béns municipals,,,2019-02-14 00:00:00,199120.0,240935.2,2020-10-29 00:00:00,96985.0,117351.85,X,,48.706809963840904,2020,,Importe no modificado
GERÈNCIA DE PRESSUPOSTOS I HISENDA,18003547L02-002,Serveis,Eina de tramitació electrònica d’expedients patrim,,,2019-04-04 00:00:00,180272.0,218129.12,2020-10-29 00:00:00,83649.9,101216.38,X,,46.40204801633088,2020,,Importe no modificado
GERÈNCIA DE PRESSUPOSTOS I HISENDA,19005283-001,Serveis,Actualizació valors bàsics ocupació espai públic,,,2019-12-12 00:00:00,13490.0,16322.9,2020-06-17 00:00:00,0.0,0.0,Modificació establerta a la llei,,0,2020,,Importe no modificado
GERÈNCIA PERSONES I DESENV. ORGANITZATIU,19000665-001,Serveis,Elaboració i correcció proves psicotècniques,,,2019-04-16 00:00:00,499160.0,603983.6,2020-12-23 00:00:00,115000.0,139150.0,Modificació establerta a la llei,,23.03870502444106,2020,,Importe no modificado
GERÈNCIA PERSONES I DESENV. ORGANITZATIU,16003487-002,Privat Adm.Pública,"Lloguer av.Francesc Cambó 17, 6è B",,,2016-09-01 00:00:00,138672.0,167793.12,2020-10-14 00:00:00,238.84,289.0,Modificació establerta a la llei,,0.17223376023999076,2020,,Importe no modificado
GERÈNCIA PERSONES I DESENV. ORGANITZATIU,19001705-001,Serveis,Servei de suport tècnic entrevistes,,,2019-07-19 00:00:00,85800.0,103818.0,2020-11-27 00:00:00,14190.0,17169.9,X,,16.538461538461537,2020,,Importe no modificado
GERÈNCIA PERSONES I DESENV. ORGANITZATIU,16000873-010,Serveis,RECONEIXEMENT MÈDICS DE VIGILÀNCIA DE LA SALUT,,,2016-11-02 00:00:00,680842.24,680842.24,2020-10-31 00:00:00,99073.95,119879.48,Modificació establerta a la llei,,14.551674995957947,2020,,Importe no modificado
Districte de Ciutat Vella,17002615,serveis,Servei de dinamització del Casal de Joves Palau Alòs i del Punt d'Informació Juvenil i de foment de l'ocupació,,,2017-12-01 00:00:00,479057.31,526963.04,2020-09-28 00:00:00,50229.98,60778.27,,X,0.10485171387949388,2020,,Importe no modificado
Districte de Ciutat Vella,17006849,serveis,Gestió del servei per al foment de les relacions de proximitat i el veïnatge al Districte de Ciutat Vella,,,2018-04-30 00:00:00,2282076.28,2510283.91,2020-10-23 00:00:00,48290.71,58431.76,,X,0.021160865840996343,2020,,Importe no modificado
Districte de Ciutat Vella,18002528,serveis,Gestió de la Casa de la Barceloneta 1761,,,2019-02-26 00:00:00,74197.2,89778.61,2020-12-01 00:00:00,13628.88,16490.94,,X,0.18368455952515728,2020,,Importe no modificado
Districte de Ciutat Vella,19000513L01,serveis,"Gestió dels serveis de promoció, dinamització i organització de les activitats del Centre Cívic Barceloneta del Districte de Ciutat Vella",,,2019-06-25 00:00:00,575463.33,696310.63,2020-07-24 00:00:00,15463.59,18710.94,,X,0.02687154714097943,2020,,Importe no modificado
Districte de Ciutat Vella,19000513L02,serveis,"Gestió dels serveis de promoció, dinamització i organització de les activitats del Centre Cívic Convent Sant Agustí del Districte de Ciutat Vella",,,2019-06-25 00:00:00,508789.08,615634.79,2020-07-24 00:00:00,14740.0,17835.4,,X,0.02897074756400039,2020,,Importe no modificado
Districte de Ciutat Vella,19000513L03,serveis,"Gestió dels serveis de promoció, dinamització i organització de les activitats del Centre Cívic Drassanes del Districte de Ciutat Vella",,,2019-06-25 00:00:00,598659.9,724378.48,2020-07-24 00:00:00,27926.51,33791.08,,X,0.04664837247325234,2020,,Importe no modificado
Districte de Ciutat Vella,19000513L04,serveis,"Gestió dels serveis de promoció, dinamització i organització de les activitats del Centre Cívic Pati Llimona del Districte de Ciutat Vella",,,2019-06-25 00:00:00,507261.42,613786.32,2020-07-24 00:00:00,14740.0,17835.4,,X,0.029057995382341516,2020,,Importe no modificado
Districte de Ciutat Vella,19000173,serveis,"Gestió dels serveis de promoció, dinamització i organització de les activitats dels casals de gent gran del Districte de Ciutat Vella",,,2019-06-25 00:00:00,780764.1,858840.51,2020-11-27 00:00:00,-47011.16,-51712.28,,X,-0.060211733608141055,2020,,Importe no modificado
Districte de Ciutat Vella,19003833,serveis,Gestió del servei de dinamització de la Ludoteca de la Placeta del Pi del Districte de Ciutat Vella,,,2019-12-23 00:00:00,180901.17,198991.29,2020-07-27 00:00:00,6507.18,7157.9,,X,0.0359709116309198,2020,,Importe no modificado
Districte de Ciutat Vella,19002228,serveis,Gestió i dinamització d'espais esportius (pistes de centres escolars i pistes esportives) del Districte de Ciutat Vella,,,2019-12-30 00:00:00,972235.0,1176404.35,2020-02-27 00:00:00,12158.02,14711.2,,X,0.012505227645579516,2020,,Importe no modificado
Districte de Ciutat Vella,19002228,serveis,Gestió i dinamització d'espais esportius (pistes de centres escolars i pistes esportives) del Districte de Ciutat Vella,,,2019-12-30 00:00:00,972235.0,1176404.35,2020-07-24 00:00:00,22460.03,27176.64,,X,0.023101441523911397,2020,,Importe no modificado
Districte de Ciutat Vella,19003833,serveis,Gestió del servei d'informació de l'equipament municipal Palau Alòs del Districte de Ciutat Vella,,,2020-01-13 00:00:00,25820.86,31243.24,2020-03-02 00:00:00,-1588.6,1922.21,,X,-0.061523899668717456,2020,,Importe no modificado
Districte de l'Eixample,17006723,Serveis,Gestió i dinamització Casals de Gent Gran,,,2018-07-31 00:00:00,2262997.99,2489297.78,2020-07-30 00:00:00,82644.63,100000.0,X,,,2020,,Importe no modificado
Districte de Sants-Montjuïc,16003505,serveis,Servei educadors cívics Districte III,,,2017-01-01 00:00:00,269478.42,496426.26,2020-08-04 00:00:00,34947.0,38441.7,X,,0.1297,2020,,Importe no modificado
Districte de Sants-Montjuïc,19002993,serveis,Control d'accés equipaments Dte. Sants-Montjuïc,,,2019-11-08 00:00:00,186181.53,225279.65,2021-01-05 00:00:00,-9795.52,-11852.58,,X,-0.0526,2020,,Importe no modificado
Districte de Sants-Montjuïc,20001016,serveis,Servei dinamitz. espai joves i veïnal c/Química,,,2020-10-31 00:00:00,140302.75,158104.73,2019-11-08 00:00:00,-43641.12,-49149.2,,X,-0.311,2020,,Importe no modificado
Districte de Sants-Montjuïc,20001516,subministrament,Fabricació i subministrament material Covid-19,,,2020-06-09 00:00:00,16556.65,18212.32,2020-07-17 00:00:00,20695.8,22765.38,,X,1.25,2020,,Importe no modificado
Districte de les Corts,19001603,Serveis,Desenvolupament del programa de promoció de les dones,,,2019-05-31 00:00:00,20406.96,24692.42,2020-09-27 00:00:00,24636.65,29810.35,,X,0.2047,2020,,Importe no modificado
Districte de Sarrià-St. Gervasi,19003853,serveis,"neteja del sotabosc, tala/poda d’arbres singulars i recollida de restes vegetals dels barris de muntanya",,,2020-03-05 00:00:00,66115.7,80000.0,2020-07-23 00:00:00,16528.93,20000.0,,x,0.25,2020,,Importe no modificado
Districte de Sarrià-St. Gervasi,19003854,serveis ,manteniment de talussos i rieres als barris de muntanya,,,2020-04-24 00:00:00,66115.7,80000.0,2020-07-23 00:00:00,16528.93,20000.0,,x,0.25,2020,,Importe no modificado
Districte de Sarrià-St. Gervasi,18005015,serveis,"gestió, dinamització i coordinació del centre cívic Vallvidrera-Vázquez Montalban, centre cívic l'Elèctric i casal de barri Can Rectoret",,,2019-06-25 00:00:00,1463571.07,1770920.99,2020-11-30 00:00:00,14462.81,17500.0,,x,0.0099,2020,,Importe no modificado
Districte d'Horta-Guinardó,16004306-003,Serveis,Gestió i dinamització sala polivalent Montbau,,,2018-12-24 00:00:00,55909.09,61500.0,2020-09-08 00:00:00,4986.52,6033.69,,X,,2020,,Importe no modificado
Districte d'Horta-Guinardó,19002366-001,Serveis,CAVALCADA 2020-2021 HORTA GUINARDÓ,,,2019-11-05 00:00:00,181109.07,219141.97,2020-11-29 00:00:00,0.0,0.0,,X,0.2244,2020,,Importe no modificado
Districte de Nou Barris,17005628,Serveis,"Gestió del Casal de Barri Trinitat Nova, amb mesures de contractació pública sostenible",,,2018-06-08 00:00:00,222490.97,269214.08,2019-12-16 00:00:00,27230.91,32949.4,,X,0.1973,2020,,Importe no modificado
Districte de Nou Barris,17005642,Serveis,"Gestió de la Casa de l'Aigua de Trinitat nova, per una empresa d'inserció, amb mesures socials",,,2018-04-13 00:00:00,161469.74,195378.38,31.12.2020,18584.38,22487.1,,X,0.6272,2020,,Importe no modificado
Districte de Sant Martí,19000860-004,Serveis,Serveis preventius ambulàncies amb pers. sanitari,,,2019-05-27 00:00:00,14350.0,14350.0,2020-09-22 00:00:00,9000.0,9000.0,,X,0.2552,2020,,Importe no modificado
Districte de Sant Martí,20001494-001,Subministraments,Lloguer cabines sanitàries,,,2020-08-13 00:00:00,34000.0,41140.0,2020-09-22 00:00:00,8677.69,10500.0,,X,0.728,2020,,Importe no modificado
Districte de Sant Martí,19000079-002,Subministraments,Subministrament de trofeus i medalles,,,2019-06-13 00:00:00,12487.5,15109.88,2020-09-22 00:00:00,9090.91,11000.0,,X,0.2613,2020,,Importe no modificado
Districte de Sant Martí,18004312-003,Serveis,Gestió i dinamització de l'Espai Via Trajana,,,2018-12-31 00:00:00,66973.0,66973.0,2020-12-01 00:00:00,17500.0,17500.0,,X,0.3962,2020,,Importe no modificado
Districte de Sant Martí,19000325-005,Subministraments,Lloguer de cabines sanitaries portatils,,,2019-05-27 00:00:00,20952.07,25352.0,2020-07-30 00:00:00,8301.03,10044.25,X,,0.0216,2020,,Importe no modificado
Districte de Sant Martí,18003370-002,Serveis,Gestió i dinamització del Centre Cívic Besòs,,,2018-12-12 00:00:00,610036.05,738143.62,2020-08-01 00:00:00,13206.61,15980.0,,X,0.5831,2020,,Importe no modificado
Districte de Sant Martí,19004503-002,Serveis,Serveis auxiliars consergeria CC Can Felipa,,,2020-01-31 00:00:00,23486.45,28418.6,2020-07-13 00:00:00,13694.68,16570.56,X,,0.2463,2020,,Importe no modificado
Districte de Sant Martí,19004369-003,Serveis,Servei control tancament solars i edificis mpals,,,2019-12-05 00:00:00,33600.0,40656.0,2020-12-22 00:00:00,8277.0,10015.17,,X,0.15604607935128154,2020,,Importe no modificado
